lc,lr,hc,ln,ang,pk,gw,is_gw,iso,ld
aqn,Asia,PH,Northern Alta,"Alta, Northern",329,en,False,aqn,ltr
aqp,Americas,US,Atakapa,Atakapa,330,,False,aqp,ltr
aqr,Pacific,NC,Arhâ,Arhâ,331,en,False,aqr,ltr
aqt,Americas,PY,Angaité,Angaité,332,es-419,False,aqt,ltr
aqz,Americas,BR,Akuntsu,Akuntsu,333,pt,False,aqz,ltr
ar,Asia,SA,العربية,Arabic,334,,True,ara,rtl
arb,Asia,SA,"العربية الفصحى, عربي فصيح","Arabic, Standard",335,ar,False,arb,rtl
arc,Asia,SY,Official Aramaic (700-300 BCE),,336,,False,arc,rtl
ard,Pacific,AU,Arabana,Arabana,337,en,False,ard,ltr
are,Pacific,AU,Western Arrarnta,"Arrarnta, Western",338,en,False,are,ltr
arh,Americas,CO,Arhuaco,Arhuaco,339,es-419,False,arh,ltr
ari,Americas,US,Arikara,Arikara,340,en,False,ari,ltr
arj,Americas,BR,Arapaso,Arapaso,341,pt,False,arj,ltr
ark,Americas,BR,Arikapú,Arikapú,342,pt,False,ark,ltr
arl,Americas,PE,Arabela,Arabela,343,es-419,False,arl,ltr
arn,Americas,CL,Mapudungun,Mapudungun,344,es-419,False,arn,ltr
aro,Americas,BO,Araona,Araona,345,es-419,False,aro,ltr
arp,Americas,US,Arapaho,Arapaho,346,en,False,arp,ltr
arq,Africa,DZ,دزيرية,"Arabic, Algerian Spoken",347,ar,False,arq,rtl
arr,Americas,BR,Karo (Brazil),Karo,348,pt,False,arr,ltr
ars,Asia,SA,اللهجة النجدية,"Arabic, Najdi Spoken",349,ar,False,ars,rtl
aru,Americas,BR,Aruá (Amazonas State),Aruá,350,,False,aru,ltr
arv,Africa,ET,Arbore,Arbore,351,am,False,arv,ltr
arw,Americas,SR,Arawak,Arawak,352,nl,False,arw,ltr
arx,Americas,BR,Aruá (Rodonia State),Aruá,353,pt,False,arx,ltr
ar-x-dcv,Asia,SA,العربية Dominant Culture Variant,Arabic - Dominant Culture Variant,7506,,True,UNKNOWN,rtl
ary,Africa,MA,الدارجة,"Arabic, Moroccan Spoken",354,ar,False,ary,rtl
arz,Africa,EG,اللغه المصريه العاميه,"Arabic, Egyptian Spoken",355,ar,False,arz,rtl
as,Asia,IN,অসমীয়া,Assamese,356,,True,asm,ltr
asa,Africa,TZ,Asu,Asu,357,sw,False,asa,ltr
asb,Americas,CA,Assiniboine,Assiniboine,358,en,False,asb,ltr
asc,Asia,ID,Casuarina Coast Asmat,"Asmat, Casuarina Coast",359,id,False,asc,ltr
asd,Pacific,PG,Asas,Asas,360,tpi,False,UNKNOWN,ltr
asd-x-kou,Pacific,PG,Kou,,7768,tpi,False,UNKNOWN,ltr
ase,Americas,US,American Sign Language,American Sign Language,361,en,False,ase,ltr
ase-x-beninsl,Africa,BJ,Benin Sign Language,Benin Sign Language,8450,,False,UNKNOWN,ltr
ase-x-burkinasl,Africa,BF,Burkina Faso Sign Language,Burkina Faso Sign Language,8219,,False,UNKNOWN,ltr
ase-x-camanglosl,Africa,CM,Cameroonian Anglophone Sign Language,,7695,ase,False,UNKNOWN,ltr
ase-x-camfrancsl,Africa,CM,Cameroonian Francophone Sign Language,,7696,ase,False,UNKNOWN,ltr
ase-x-cotedivosl,Africa,CI,Cote d'Ivoire Sign Language,Cote d'Ivoire,8451,,False,UNKNOWN,ltr
ase-x-gabonesesl,Africa,GA,Gabonese Sign Language,,7697,ase,False,UNKNOWN,ltr
ase-x-togolesesl,Africa,TG,Togolese Sign Language,Togolese Sign Language,8315,,False,UNKNOWN,ltr
asf,Pacific,AU,Australian Sign Language,Australian Sign Language,362,en,False,asf,ltr
asg,Africa,NG,Cishingini,Cishingini,363,en,False,asg,ltr
asi,Asia,ID,Buruwai,Buruwai,364,id,False,asi,ltr
asj,Africa,CM,Sari,Sari,365,fr,False,asj,ltr
ask,Asia,AF,Ashkun,Ashkun,366,ps,False,ask,ltr
asl,Asia,ID,Asilulu,Asilulu,367,id,False,asl,ltr
asl-x-botswanasl,Africa,BW,Botswana Sign Language,,8268,,False,UNKNOWN,ltr
asl-x-nigersl,Africa,NE,Nigerien Sign Language,Sign Language of Niger,8662,,False,UNKNOWN,ltr
asn,Americas,BR,Xingú Asuriní,Asurini of Xingú,368,pt,False,asn,ltr
aso,Pacific,PG,Dano,Dano,369,tpi,False,aso,ltr
asp,Africa,DZ,لغة الإشارة الجزائر,Algerian Sign Language,370,ar,False,asp,ltr
asq,Europe,AT,Austrian Sign Language,Austrian Sign Language,371,en,False,asq,ltr
asr,Asia,IN,Asuri,Asuri,372,hi,False,asr,ltr
ass,Africa,CM,Ipulo,Ipulo,373,fr,False,ass,ltr
ast,Europe,ES,Asturian,Asturian,374,es,False,ast,ltr
asu,Americas,BR,Tocantins Asurini,"Asurini, Tocantins",375,pt,False,asu,ltr
asv,Africa,CD,Asoa,Asoa,376,fr,False,asv,ltr
asw,Pacific,AU,Australian Aborigines Sign Language,Australian Aborigines Sign Language,377,en,False,asw,ltr
asx,Pacific,PG,Muratayak,Muratayak,378,tpi,False,asx,ltr
asy,Asia,ID,Yaosakor Asmat,"Asmat, Yaosakor",379,id,False,asy,ltr
asz,Asia,ID,As,As,380,id,False,asz,ltr
ata,Pacific,PG,Pele-Ata,Pele-Ata,381,tpi,False,ata,ltr
atb,Asia,CN,载瓦,Zaiwa,382,zh,False,atb,ltr
atc,Americas,PE,Atsahuaca,Atsahuaca,383,,False,atc,ltr
atd,Asia,PH,Ata Manobo,"Manobo, Ata",384,en,False,atd,ltr
atd-x-paquib,Asia,PH,Ata Paquibato Manobo,,7676,ceb,False,UNKNOWN,ltr
ate,Pacific,PG,Atemble,Atemble,385,tpi,False,ate,ltr
atg,Africa,NG,Ivbie North-Okpela-Arhe,Ivbie North-Okpela-Arhe,386,en,False,atg,ltr
ati,Africa,CI,Attié,Attié,387,fr,False,ati,ltr
atj,Americas,CA,Atikamekw,Atikamekw,388,en,False,atj,ltr
atk,Asia,PH,Ati,Ati,389,en,False,atk,ltr
atl,Asia,PH,Mt. Iraya Agta,"Agta, Mt. Iraya",390,ilo,False,atl,ltr
atm,Asia,PH,Ata,Ata,391,ceb,False,atm,ltr
atn,Asia,IR,زبان آشتیانی,Ashtiani,392,fa,False,atn,ltr
ato,Africa,CM,Atong (Cameroon),Atong,393,fr,False,ato,ltr
atp,Asia,PH,Pudtol Atta,"Atta, Pudtol",394,ilo,False,atp,ltr
atq,Asia,ID,Aralle-Tabulahan,Aralle-Tabulahan,395,id,False,atq,ltr
atr,Americas,BR,Waimiri-Atroari,Waimiri-Atroarí,396,pt,False,atr,ltr
ats,Americas,US,Gros Ventre,Gros Ventre,397,en,False,ats,ltr
att,Asia,PH,Pamplona Atta,"Atta, Pamplona",398,ilo,False,att,ltr
atu,Africa,SS,Reel,Reel,399,ar,False,atu,ltr
atv,Europe,RU,Горно-алтайская,"Altai, Northern",400,ru,False,atv,ltr
atw,Americas,US,Atsugewi,Atsugewi,401,en,False,atw,ltr
atx,Americas,BR,Arutani,Arutani,402,pt,False,atx,ltr
aty,Pacific,VU,Aneityum,Aneityum,403,fr,False,aty,ltr
atz,Asia,PH,Arta,Arta,404,ilo,False,atz,ltr
aua,Pacific,SB,Asumboa,Asumboa,405,pis,False,aua,ltr
aub,Asia,CN,Alugu,Alugu,406,zh,False,aub,ltr
auc,Americas,EC,Waorani,Waorani,407,es-419,False,auc,ltr
aud,Pacific,SB,Anuta,Anuta,408,pis,False,aud,ltr
aug,Africa,BJ,Aguna,Aguna,409,fr,False,aug,ltr
auh,Africa,ZM,Aushi,Aushi,410,en,False,auh,ltr
aui,Pacific,PG,Anuki,Anuki,411,tpi,False,aui,ltr
auj,Africa,LY,لغة أوجلية,Awjilah,412,ar,False,auj,ltr
auk,Pacific,PG,Heyo,Heyo,413,tpi,False,auk,ltr
aul,Pacific,VU,Aulua,Aulua,414,fr,False,aul,ltr
aum,Africa,NG,Asu (Nigeria),Asu,415,en,False,aum,ltr
aun,Pacific,PG,Molmo One,"One, Molmo",416,tpi,False,aun,ltr
auo,Africa,NG,Auyokawa,Auyokawa,417,,False,auo,ltr
aup,Pacific,PG,Makayam,Makayam,418,tpi,False,aup,ltr
auq,Asia,ID,Anus,Anus,419,id,False,auq,ltr
aur,Pacific,PG,Aruek,Aruek,420,tpi,False,aur,ltr
aut,Pacific,PF,Austral,Austral,421,fr,False,aut,ltr
auu,Asia,ID,Auye,Auye,422,id,False,auu,ltr
auw,Asia,ID,Awyi,Awyi,423,id,False,auw,ltr
auy,Pacific,PG,Awiyaana,Awiyaana,424,tpi,False,auy,ltr
auy-x-abomatasa,Pacific,PG,Abomatasa,Abomatasa,8484,tpi,False,UNKNOWN,ltr
auy-x-arora,Pacific,PG,Arora,Arora,8498,tpi,False,UNKNOWN,ltr
auy-x-ati,Pacific,PG,Ati,Ati,8483,tpi,False,UNKNOWN,ltr
auy-x-kaiwana,Pacific,PG,Kaiwana,Kaiwana,8497,tpi,False,UNKNOWN,ltr
auy-x-moife,Pacific,PG,Moife,Moife,8499,tpi,False,UNKNOWN,ltr
auy-x-tontona,Pacific,PG,Tontona,Tontona,8500,tpi,False,UNKNOWN,ltr
auz,Asia,UZ,Uzbeki Arabic,"Arabic, Uzbeki Spoken",425,ru,False,auz,rtl
av,Europe,RU,"авар мацӀ, магӀарул мацӀ",Avaric,426,ru,False,ava,ltr
avb,Pacific,PG,Avau,Avau,427,tpi,False,avb,ltr
avd,Asia,IR,Alviri-Vidari,Alviri-Vidari,428,fa,False,avd,ltr
avi,Africa,CI,Avikam,Avikam,429,fr,False,avi,ltr
avk,,,Kotava,,430,,False,avk,ltr
avl,Africa,EG,لهجة بدوية,"Arabic, Eastern Egyptian Bedawi Spoken",431,ar,False,avl,rtl
avn,Africa,GH,Avatime,Avatime,432,en,False,avn,ltr
avt,Pacific,PG,Au,Au,433,tpi,False,avt,ltr
avu,Africa,SS,Avokaya,Avokaya,434,ar,False,avu,ltr
avv,Americas,BR,Avá-Canoeiro,Avá-Canoeiro,435,pt,False,avv,ltr
awa,Asia,IN,Awadhi,Awadhi,436,hi,False,awa,ltr
awb,Pacific,PG,Awa (Papua New Guinea),Awa,437,tpi,False,awb,ltr
awc,Africa,NG,Cicipu,Cicipu,438,en,False,awc,ltr
awe,Americas,BR,Awetí,Awetí,439,pt,False,awe,ltr
awh,Asia,ID,Awbono,Awbono,440,id,False,awh,ltr
awi,Pacific,PG,Aekyom,Aekyom,441,tpi,False,awi,ltr
awk,Pacific,AU,Awabakal,Awabakal,442,en,False,awk,ltr
awm,Pacific,PG,Arawum,Arawum,443,tpi,False,awm,ltr
awn,Africa,ET,Awngi,Awngi,444,am,False,awn,ltr
awo,Africa,NG,Awak,Awak,445,en,False,awo,ltr
awr,Asia,ID,Awera,Awera,446,id,False,awr,ltr
aws,Asia,ID,South Awyu,"Awyu, South",447,id,False,aws,ltr
awt,Americas,BR,Araweté,Araweté,448,pt,False,awt,ltr
awu,Asia,ID,Central Awyu,"Awyu, Central",449,id,False,awu,ltr
awv,Asia,ID,Jair Awyu,"Awyu, Jair",450,id,False,awv,ltr
aww,Pacific,PG,Awun,Awun,451,tpi,False,aww,ltr
awx,Pacific,PG,Awara,Awara,452,tpi,False,awx,ltr
awy,Asia,ID,Edera Awyu,"Awyu, Edera",453,id,False,awy,ltr
axg,Americas,BR,Mato Grosso Arára,"Arára, Mato Grosso",454,pt,False,axg,ltr
axk,Africa,CF,Yaka (Central African Republic),Yaka,455,fr,False,axk,ltr
axm,Asia,AM,Middle Armenian,Middle Armenian,456,,False,axm,ltr
axx,Pacific,NC,Xârâgurè,Xârâgurè,457,en,False,axx,ltr
ay,Americas,BO,aymar aru,Aymara,458,,False,aym,ltr
aya,Pacific,PG,Awar,Awar,459,tpi,False,aya,ltr
ayb,Africa,BJ,Ayizo Gbe,"Gbe, Ayizo",460,fr,False,ayb,ltr
ayc,Americas,PE,Southern Aymara,"Aymara, Southern",461,es-419,False,ayc,ltr
aye,Africa,NG,Ayere,Ayere,462,en,False,aye,ltr
ayg,Africa,TG,Ginyanga,Ginyanga,463,fr,False,ayg,ltr
ayg-x-anyagan,Africa,TG,Anyagan,,7748,fr,False,UNKNOWN,ltr
ayh,Asia,YE,لهجة حضرمية,"Arabic, Hadrami Spoken",464,ar,False,ayh,rtl
ayi,Africa,NG,Leyigha,Leyigha,465,en,False,ayi,ltr
ayk,Africa,NG,Akuku,Akuku,466,en,False,ayk,ltr
ayl,Africa,LY,ليبي,"Arabic, Libyan Spoken",467,ar,False,ayl,rtl
ayn,Asia,YE,لهجة صنعانية,"Arabic, Sanaani Spoken",468,ar,False,ayn,rtl
ayo,Americas,PY,Ayoreo,Ayoreo,469,es-419,False,ayo,ltr
ayp,Asia,IQ,لهجة موصلية,"Arabic, North Mesopotamian Spoken",470,ar,False,ayp,rtl
ayq,Pacific,PG,Ayi (Papua New Guinea),Ayi,471,tpi,False,ayq,ltr
ayr,Americas,BO,Central Aymara,"Aymara, Central",472,es-419,False,ayr,ltr
ays,Asia,PH,Sorsogon Ayta,"Ayta, Sorsogon",473,en,False,ays,ltr
ayt,Asia,PH,Magbukun Ayta,"Ayta, Magbukun",474,en,False,ayt,ltr
ayu,Africa,NG,Ayu,Ayu,475,en,False,ayu,ltr
ayz,Asia,ID,Mai Brat,Mai Brat,476,id,False,ayz,ltr
az,Asia,AZ,azərbaycan dili,Azerbaijani,477,ru,False,aze,ltr
aza,Asia,CN,Azha,Azha,478,zh,False,aza,ltr
azb,Asia,IR,South Azerbaijani,"Azerbaijani, South",479,fa,False,azb,ltr
azb-x-afshari,Asia,AF,Afshari,,7783,ps,False,UNKNOWN,ltr
azd,Americas,MX,Eastern Durango Nahuatl,"Nahuatl, Eastern Durango",480,es-419,False,azd,ltr
azg,Americas,MX,San Pedro Amuzgos Amuzgo,"Amuzgo, San Pedro Amuzgos",481,es-419,False,azg,ltr
azj,Asia,AZ,Azərbaycan dili,"Azerbaijani, North",482,ru,False,azj,ltr
azm,Americas,MX,Ipalapa Amuzgo,"Amuzgo, Ipalapa",483,es-419,False,azm,ltr
azn,Americas,MX,Western Durango Nahuatl,"Nahuatl, Western Durango",484,es-419,False,azn,ltr
azo,Africa,CM,Awing,Awing,485,fr,False,azo,ltr
azt,Asia,PH,Faire Atta,"Atta, Faire",486,ilo,False,azt,ltr
azz,Americas,MX,Highland Puebla Nahuatl,"Nahuatl, Highland Puebla",487,es-419,False,azz,ltr
ba,Europe,RU,башҡорт теле,Bashkir,488,ru,False,bak,ltr
baa,Pacific,SB,Babatana,Babatana,489,pis,False,baa,ltr
bab,Africa,GW,Bainouk-Gunyuño,Bainouk-Gunyuño,490,pt,False,bab,ltr
bac,Asia,ID,Badui,Badui,491,id,False,bac,ltr
bae,Americas,VE,Baré,Baré,492,es-419,False,bae,ltr
baf,Africa,CM,Nubaca,Nubaca,493,fr,False,baf,ltr
bag,Africa,CM,Tuki,Tuki,494,fr,False,bag,ltr
bah,Americas,BS,Bahamas Creole English,Bahamas Creole English,495,en,False,bah,ltr
baj,Asia,ID,Barakai,Barakai,496,id,False,baj,ltr
bal,Asia,PK,بلوچی,Balochi,497,,False,bal,ltr
bam-x-mali,Africa,ML,Bambara,,7566,fr,False,UNKNOWN,ltr
ban,Asia,ID,Balinese,Bali,498,id,False,ban,ltr
bao,Americas,CO,Waimaha,Waimaha,499,es-419,False,bao,ltr
bap,Asia,NP,बान्तवा,Bantawa,500,ne,False,bap,ltr
bar,Europe,AT,Bavarian,Bavarian,501,en,False,bar,ltr
bas,Africa,CM,Basa (Cameroon),Basaa,502,fr,False,bas,ltr
bau,Africa,NG,Bada (Nigeria),Mbat,503,en,False,bau,ltr
bav,Africa,CM,Vengo,Vengo,504,fr,False,bav,ltr
baw,Africa,CM,Bambili-Bambui,Bambili-Bambui,505,fr,False,baw,ltr
bax,Africa,CM,Bamun,Bamun,506,fr,False,bax,ltr
bay,Asia,ID,Batuley,Batuley,507,id,False,bay,ltr
bba,Africa,BJ,Baatonum,Baatonum,508,fr,False,bba,ltr
bbb,Pacific,PG,Barai,Barai,509,tpi,False,bbb,ltr
bbc,Asia,ID,Batak Toba,Batak Toba,510,id,False,bbc,ltr
bbc-x-asahan,Asia,ID,Asahan,Asahan,7545,id,False,UNKNOWN,ltr
bbd,Pacific,PG,Bau,Bau,511,tpi,False,bbd,ltr
bbe,Africa,CD,Bangba,Bangba,512,fr,False,bbe,ltr
bbf,Pacific,PG,Baibai,Baibai,513,tpi,False,bbf,ltr
bbg,Africa,GA,Barama,Barama,514,fr,False,bbg,ltr
bbh,Asia,CN,布甘语,Bugan,515,zh,False,bbh,ltr
bbi,Africa,CM,Barombi,Barombi,516,fr,False,bbi,ltr
bbj,Africa,CM,Ghomálá',Ghomálá’,517,fr,False,bbj,ltr
bbk,Africa,CM,Babanki,Babanki,518,fr,False,bbk,ltr
bbl,Asia,GE,ბაცბური ენა,Bats,519,ru,False,bbl,ltr
bbm,Africa,CD,Babango,Babango,520,fr,False,bbm,ltr
bbn,Pacific,PG,Uneapa,Uneapa,521,tpi,False,bbn,ltr
bbo,Africa,BF,Northern Bobo Madaré,Konabéré,522,fr,False,bbo,ltr
bbp,Africa,CF,West Central Banda,"Banda, West Central",523,fr,False,bbp,ltr
bbq,Africa,CM,Bamali,Bamali,524,fr,False,bbq,ltr
bbr,Pacific,PG,Girawa,Girawa,525,tpi,False,bbr,ltr
bbr-x-paisop,Pacific,PG,Paisop,Paisop,8755,tpi,False,UNKNOWN,ltr
bbr-x-yagi,Pacific,PG,Yagi,Yagi,8756,tpi,False,UNKNOWN,ltr
bbs,Africa,NG,Bakpinka,Bakpinka,526,en,False,bbs,ltr
bbt,Africa,NG,Mburku,Mburku,527,en,False,bbt,ltr
bbu,Africa,NG,Kulung (Nigeria),Kulung,528,en,False,bbu,ltr
bbv,Pacific,PG,Karnai,Karnai,529,tpi,False,bbv,ltr
bbw,Africa,CM,Baba,Baba,530,fr,False,bbw,ltr
bbx,Africa,CM,Bubia,Bubia,531,fr,False,bbx,ltr
bby,Africa,CM,Befang,Befang,532,fr,False,bby,ltr
bbz,Africa,TD,Babalia Creole Arabic,"Arabic, Babalia Creole",533,ar,False,bbz,rtl
bca,Asia,CN,白语,"Bai, Central",534,zh,False,bca,ltr
bca-x-bei,Asia,CN,Bei,Bei,8218,zh,False,UNKNOWN,ltr
bcb,Africa,SN,Bainouk-Samik,Bainouk-Samik,535,fr,False,bcb,ltr
bcc,Asia,PK,بلوچی زبان,"Balochi, Southern",536,ur,False,bcc,ltr
bcd,Asia,ID,North Babar,"Babar, North",537,id,False,bcd,ltr
bce,Africa,CM,Bamenyam,Bamenyam,538,fr,False,bce,ltr
bcf,Pacific,PG,Bamu,Bamu,539,tpi,False,bcf,ltr
bcg,Africa,GN,Baga Pokur,Baga Pokur,540,fr,False,bcg,ltr
bch,Pacific,PG,Bariai,Bariai,541,tpi,False,bch,ltr
bci,Africa,CI,Baoulé,Baoulé,542,fr,False,bci,ltr
bcj,Pacific,AU,Bardi,Bardi,543,en,False,bcj,ltr
bck,Pacific,AU,Bunaba,Bunaba,544,en,False,bck,ltr
bcl,Asia,PH,Central Bikol,"Bikol, Central",545,tl,False,bcl,ltr
bcm,Pacific,PG,Bannoni,Bannoni,546,en,False,bcm,ltr
bcn,Africa,NG,Bali (Nigeria),Bali,547,en,False,bcn,ltr
bco,Pacific,PG,Kaluli,Kaluli,548,tpi,False,bco,ltr
bcp,Africa,CD,Bali (Democratic Republic of Congo),Bali,549,fr,False,bcp,ltr
bcq,Africa,ET,Bench,Bench,550,am,False,bcq,ltr
bcr,Americas,CA,Babine,Babine,551,en,False,bcr,ltr
bcs,Africa,NG,Kohumono,Kohumono,552,en,False,bcs,ltr
bct,Africa,CD,Bendi,Bendi,553,fr,False,bct,ltr
bcu,Pacific,PG,Awad Bing,Awad Bing,554,tpi,False,bcu,ltr
bcu-x-biliau,Pacific,PG,Biliau,Biliau,8749,tpi,False,UNKNOWN,ltr
bcu-x-galeg,Pacific,PG,Galeg,Galeg,8750,tpi,False,UNKNOWN,ltr
bcu-x-swit,Pacific,PG,Swit,Swit,8751,tpi,False,UNKNOWN,ltr
bcu-x-yamai,Pacific,PG,Yamai,Yamai,8752,tpi,False,UNKNOWN,ltr
bcv,Africa,NG,Shoo-Minda-Nye,Shoo-Minda-Nye,555,en,False,bcv,ltr
bcv-x-bandawa,Africa,NG,Bandawa,Bandawa,8131,en,False,UNKNOWN,ltr
bcw,Africa,CM,Bana,Bana,556,fr,False,bcw,ltr
bcy,Africa,NG,Bacama,Bacama,557,en,False,bcy,ltr
bcz,Africa,SN,Bainouk-Gunyaamolo,Bainouk-Gunyaamolo,558,fr,False,bcz,ltr
bda,Africa,SN,Bayot,Bayot,559,fr,False,bda,ltr
bda-x-aramme,Africa,GW,Bayote Aramme,,7804,fr,False,UNKNOWN,ltr
bda-x-elia,Africa,GW,Bayote Elia,,7721,pt,False,UNKNOWN,ltr
bdb,Asia,ID,Basap,Basap,560,id,False,bdb,ltr
bdb-x-menaburkecil,Asia,ID,Menabur Kecil,,7879,id,False,UNKNOWN,ltr
bdc,Americas,CO,Emberá-Baudó,Emberá-Baudó,561,es-419,False,bdc,ltr
bdd,Pacific,PG,Bunama,Bunama,562,tpi,False,bdd,ltr
bde,Africa,NG,Bade,Bade,563,en,False,bde,ltr
bdf,Pacific,PG,Biage,Biage,564,tpi,False,bdf,ltr
bdg,Asia,MY,Bonggi,Bonggi,565,ms,False,bdg,ltr
bdh,Africa,SS,Baka (Sudan),Baka,566,ar,False,bdh,ltr
bdi,Africa,SD,Burun,Burun,567,ar,False,bdi,ltr
bdj,Africa,SS,Bai,Bai,568,ar,False,bdj,ltr
bdk,Asia,AZ,Buduq dili,Budukh,569,ru,False,bdk,ltr
bdl,Asia,ID,Bajo,"Bajau, Indonesian",570,id,False,bdl,ltr
bdm,Africa,TD,Buduma,Buduma,571,ar,False,bdm,ltr
bdn,Africa,CM,Baldemu,Baldemu,572,fr,False,bdn,ltr
bdo,Africa,TD,Morom,Morom,573,ar,False,bdo,ltr
bdp,Africa,TZ,Bende,Bende,574,sw,False,bdp,ltr
bdq,Asia,VN,Tiếng Ba Na,Bahnar,575,vi,False,bdq,ltr
bdr,Asia,MY,West Coast Bajau,"Bajau, West Coast",576,ms,False,bdr,ltr
bds,Africa,TZ,Burunge,Burunge,577,sw,False,bds,ltr
bdt,Africa,CF,Bokoto,Bhogoto,578,fr,False,bdt,ltr
bdu,Africa,CM,Oroko,Oroko,579,fr,False,bdu,ltr
bdv,Asia,IN,Bodo Parja,Bodo Parja,580,or,False,bdv,ltr
bdw,Asia,ID,Baham,Baham,581,id,False,bdw,ltr
bdx,Asia,ID,Budong-Budong,Budong-Budong,582,id,False,bdx,ltr
bdy,Pacific,AU,Bandjalang,Bandjalang,583,en,False,bdy,ltr
bdz,Asia,PK,بدیشی زبان,Badeshi,584,ur,False,bdz,ltr
be,Europe,BY,беларуская мова,Belarusian,585,en,False,bel,ltr
bea,Americas,CA,Beaver,Beaver,586,en,False,bea,ltr
beb,Africa,CM,Bebele,Bebele,587,fr,False,beb,ltr
bec,Africa,CM,Iceve-Maci,Iceve-Maci,588,fr,False,bec,ltr
bed,Asia,ID,Bedoanas,Bedoanas,589,id,False,bed,ltr
bee,Asia,IN,Byangsi,Byangsi,590,hi,False,bee,ltr
bef,Pacific,PG,Benabena,Benabena,591,tpi,False,bef,ltr
beg,Asia,BN,Belait,Belait,592,ms,False,beg,ltr
beh,Africa,BJ,Biali,Biali,593,fr,False,beh,ltr
bei,Asia,ID,Bekati',Bakati’,594,id,False,bei,ltr
bei-x-bakatikamayo,Asia,ID,Dayak Bakati Kamayo,,7958,id,False,UNKNOWN,ltr
bei-x-dayakdsa,Asia,ID,Dayak Dsa,Dayak Dsa,8094,id,False,UNKNOWN,ltr
bei-x-dayaklaya,Asia,ID,Dayak Laya,,8093,id,False,UNKNOWN,ltr
bej,Africa,SD,Beja,Bedawiyet,595,ar,False,bej,ltr
bek,Pacific,PG,Bebeli,Bebeli,596,tpi,False,bek,ltr
bek-x-morokea,Pacific,PG,Morokea,Morokea,8619,tpi,False,UNKNOWN,ltr
bek-x-mosa,Pacific,PG,Mosa,Mosa,8621,tpi,False,UNKNOWN,ltr
bem,Africa,ZM,Bemba (Zambia),Bemba,597,en,False,bem,ltr
bem-x-ichishinga,Africa,ZM,Ichishinga,Ichishinga,8661,en,False,UNKNOWN,ltr
bem-x-kabenmushi,Africa,ZM,Kabende Mushi,Kabende Mushi,8660,en,False,UNKNOWN,ltr
bem-x-ngumbo,Africa,ZM,Ngumbo,Ngumbo,8659,en,False,UNKNOWN,ltr
beo,Pacific,PG,Beami,Beami,598,tpi,False,beo,ltr
bep,Asia,ID,Besoa,Behoa,599,id,False,bep,ltr
beq,Africa,CG,Beembe,Beembe,600,fr,False,beq,ltr
bes,Africa,TD,Besme,Besme,601,ar,False,bes,ltr
bet,Africa,CI,Guiberoua Béte,"Bété, Guiberoua",602,fr,False,bet,ltr
beu,Asia,ID,Blagar,Blagar,603,id,False,beu,ltr
bev,Africa,CI,Daloa Bété,"Bété, Daloa",604,fr,False,bev,ltr
bew,Asia,ID,Betawi,Betawi,605,id,False,bew,ltr
bex,Africa,SS,Jur Modo,Jur Modo,606,ar,False,bex,ltr
bey,Pacific,PG,Beli (Papua New Guinea),Beli,607,tpi,False,bey,ltr
bez,Africa,TZ,Bena (Tanzania),Bena,608,sw,False,bez,ltr
bfa,Africa,SS,Bari,Bari,609,ar,False,bfa,ltr
bfb,Asia,IN,Pauri Bareli,"Bareli, Pauri",610,hi,False,bfb,ltr
bfc,Asia,CN,北部方言,"Bai, Panyi",611,zh,False,bfc,ltr
bfc-x-lama,Asia,CN,Lama,,7556,zh,False,UNKNOWN,ltr
bfd,Africa,CM,Bafut,Bafut,612,fr,False,bfd,ltr
bfe,Asia,ID,Betaf,Betaf,613,id,False,bfe,ltr
bff,Africa,CF,Bofi,Bofi,614,fr,False,bff,ltr
bfg,Asia,ID,Busang Kayan,"Kayan, Busang",615,id,False,bfg,ltr
bfh,Pacific,PG,Blafe,Blafe,616,tpi,False,bfh,ltr
bfi,Europe,GB,British Sign Language,British Sign Language,617,en,False,bfi,ltr
bfj,Africa,CM,Bafanji,Bafanji,618,fr,False,bfj,ltr
bfk,Asia,TH,Ban Khor Sign Language,Ban Khor Sign Language,619,th,False,bfk,ltr
bfl,Africa,CF,Banda-Ndélé,Banda-Ndélé,620,fr,False,bfl,ltr
bfm,Africa,CM,Mmen,Mmen,621,fr,False,bfm,ltr
bfn,Asia,TL,Bunak,Bunak,622,pt,False,bfn,ltr
bfo,Africa,BF,Malba Birifor,"Birifor, Malba",623,fr,False,bfo,ltr
bfp,Africa,CM,Beba,Beba,624,fr,False,bfp,ltr
bfq,Asia,IN,Badaga,Badaga,625,ta,False,bfq,ltr
bfr,Asia,IN,Bazigar,Bazigar,626,pnb,False,bfr,ltr
bfs,Asia,CN,南部方言,"Bai, Southern",627,zh,False,bfs,ltr
bfs-x-liuhebai,Asia,CN,Liuhe Bai,Liuhe Bai,7651,zh,False,UNKNOWN,ltr
bft,Asia,PK,بلتی,Balti,628,ur,False,bft,ltr
bfu,Asia,IN,Gahri,Gahri,629,hi,False,bfu,ltr
bfw,Asia,IN,Bondo,Bondo,630,or,False,bfw,ltr
bfx,Asia,PH,Bantayanon,Bantayanon,631,en,False,bfx,ltr
bfy,Asia,IN,Bagheli,Bagheli,632,hi,False,bfy,ltr
bfz,Asia,IN,Mahasu Pahari,"Pahari, Mahasu",633,hi,False,bfz,ltr
